COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
36,4182.05,4075.9,4512.82,4204.1,3880.51,4317.44,4066.67,4461.03,4261.54,4117.95,4814.87,4205.64,4185.13,4425.13,1617,1600,76.713,0,0,0,0,
37,4186.15,4075.38,4510.77,4205.13,3884.1,4326.67,4070.26,4456.92,4273.33,4136.92,4819.49,4195.9,4184.1,4429.23,1616,1598,76.72,0,0,0,0,
38,4185.64,4067.69,4511.28,4203.59,3878.46,4328.21,4073.85,4461.03,4292.31,4121.03,4832.31,4188.21,4188.72,4427.18,1617,1592,76.728,0,0,0,0,
39,4165.64,4051.28,4506.15,4197.44,3860.51,4308.21,4063.59,4458.97,4276.92,4097.44,4816.41,4182.56,4162.05,4412.82,1615,1590,76.736,0,0,0,0,
40,4173.33,4059.49,4512.82,4200,3874.87,4306.67,4057.44,4455.38,4256.92,4111.28,4806.67,4183.59,4161.03,4413.33,1617,1590,76.744,0,0,0,0,
41,4204.1,4080,4524.1,4207.69,3901.54,4322.56,4063.08,4456.41,4262.56,4127.18,4833.33,4186.67,4211.28,4426.67,1616,1591,76.752,0,0,0,0,
42,4205.64,4079.49,4517.44,4207.69,3902.05,4325.64,4068.72,4460,4284.1,4124.1,4847.18,4186.67,4233.85,4430.77,1616,1592,76.76,0,0,0,0,
43,4185.64,4069.74,4504.1,4202.56,3889.23,4323.59,4068.21,4460.51,4300,4124.1,4831.28,4184.62,4212.82,4426.67,1617,1596,76.767,0,0,0,0,
44,4183.08,4066.67,4504.1,4201.54,3883.08,4327.69,4064.62,4456.92,4287.69,4127.18,4827.18,4184.1,4207.18,4426.67,1617,1600,76.775,0,0,0,0,
45,4200.51,4067.18,4510.77,4209.74,3885.64,4328.21,4071.28,4459.49,4288.72,4134.87,4845.13,4187.18,4224.1,4431.28,1617,1600,76.783,0,0,0,0,
46,4198.46,4066.67,4506.67,4212.82,3889.23,4323.59,4077.44,4463.59,4301.54,4138.97,4845.64,4188.72,4224.1,4430.77,1616,1600,76.791,0,0,0,0,
47,4172.31,4058.46,4497.95,4200,3881.03,4316.41,4064.62,4457.44,4287.18,4121.03,4828.21,4181.03,4202.05,4425.64,1615,1598,76.799,0,0,0,0,
48,4162.05,4055.38,4499.49,4192.82,3870.77,4307.69,4056.92,4455.38,4279.49,4111.79,4827.69,4174.87,4195.9,4417.95,1616,1597,76.806,0,0,0,0,
49,4174.36,4063.59,4508.21,4202.56,3880,4312.82,4067.69,4464.1,4296.92,4125.13,4832.31,4173.85,4209.74,4413.33,1614,1597,76.814,0,0,0,0,
50,4172.31,4063.59,4505.64,4207.69,3886.67,4315.9,4067.18,4468.21,4301.54,4124.1,4818.46,4171.79,4209.23,4414.87,1615,1597,76.822,0,0,0,0,
51,4151.79,4060,4493.33,4198.97,3875.9,4310.77,4052.82,4453.85,4277.44,4104.62,4808.21,4166.67,4196.92,4412.31,1615,1595,76.83,0,0,0,0,
52,4146.15,4067.18,4493.33,4197.44,3880,4318.46,4052.31,4440,4254.36,4095.9,4817.44,4160,4197.95,4406.15,1616,1595,76.838,0,0,0,0,
53,4162.05,4081.03,4512.82,4207.69,3901.54,4324.62,4063.59,4449.74,4273.33,4108.72,4829.74,4167.18,4211.79,4419.49,1616,1593,76.846,0,0,0,0,
54,4177.95,4088.72,4530.26,4210.26,3904.62,4314.87,4069.23,4462.05,4304.1,4122.56,4831.28,4181.54,4225.13,4433.33,1617,1594,76.853,0,0,0,0,
55,4172.82,4082.56,4523.08,4201.54,3883.59,4312.82,4064.1,4450.77,4297.95,4120.51,4830.77,4175.38,4225.13,4420,1617,1595,76.861,0,0,0,0,
56,4163.59,4076.92,4516.92,4197.95,3876.41,4322.56,4060.51,4444.1,4270.77,4109.74,4829.23,4166.15,4214.87,4410.77,1616,1596,76.869,0,0,0,0,
57,4176.92,4090.26,4530.77,4203.59,3880.51,4317.95,4066.67,4456.92,4269.23,4107.69,4829.23,4181.03,4216.92,4426.67,1617,1596,76.877,0,0,0,0,
58,4184.62,4090.26,4533.85,4206.15,3877.95,4307.69,4068.72,4456.92,4271.79,4107.69,4830.26,4192.82,4222.56,4432.31,1616,1594,76.885,0,0,0,0,
59,4165.13,4070.26,4522.05,4201.03,3877.44,4314.36,4063.08,4446.15,4263.08,4106.67,4828.21,4179.49,4217.95,4416.92,1617,1592,76.893,0,0,0,0,
60,4158.97,4070.26,4522.56,4191.28,3877.44,4316.41,4056.41,4455.9,4304.62,4132.82,4828.72,4174.87,4214.36,4412.31,1615,1590,76.9,0,0,0,0,
61,4166.67,4070.77,4525.13,4178.46,3874.87,4308.21,4058.46,4466.67,4340,4142.05,4827.69,4184.1,4206.67,4415.9,1616,1590,76.908,0,0,0,0,
62,4158.97,4059.49,4519.49,4187.69,3877.95,4316.41,4070.26,4458.97,4294.87,4101.54,4821.54,4183.59,4196.92,4409.74,1616,1591,76.916,0,0,0,0,
63,4150.26,4071.79,4520,4206.15,3884.1,4329.74,4073.85,4450.26,4252.31,4083.59,4824.62,4179.49,4202.05,4405.64,1617,1592,76.924,0,0,0,0,
64,4153.85,4080.51,4523.08,4189.23,3881.03,4318.46,4056.92,4443.08,4268.21,4112.82,4833.85,4180,4204.1,4410.77,1617,1593,76.932,0,0,0,0,
65,4153.33,4066.67,4519.49,4167.18,3875.9,4309.74,4044.62,4435.9,4274.36,4119.49,4832.31,4183.59,4188.21,4413.85,1618,1593,76.939,0,0,0,0,
66,4150.77,4069.23,4521.03,4181.03,3877.95,4321.54,4052.82,4436.92,4250.26,4096.92,4823.59,4191.28,4178.97,4414.36,1618,1591,76.947,0,0,0,0,
67,4159.49,4078.97,4526.15,4196.41,3877.44,4314.87,4061.03,4446.67,4271.79,4105.13,4825.64,4195.38,4188.72,4415.9,1616,1592,76.955,0,0,0,0,
68,4162.05,4071.28,4523.59,4186.15,3873.33,4303.59,4060,4453.85,4305.64,4129.74,4834.87,4194.87,4189.23,4413.85,1617,1590,76.963,0,0,0,0,
69,4156.41,4067.18,4528.21,4183.08,3874.36,4317.44,4066.67,4461.03,4294.36,4126.15,4836.92,4195.38,4183.59,4412.82,1615,1590,76.971,0,0,0,0,
70,4153.85,4070.77,4536.41,4190.77,3877.44,4324.62,4073.33,4468.21,4287.69,4118.97,4829.74,4192.82,4183.59,4415.38,1616,1591,76.979,0,0,0,0,
71,4151.79,4065.64,4526.15,4186.15,3868.21,4313.33,4069.23,4466.67,4297.95,4128.21,4829.74,4188.21,4176.41,4411.79,1615,1591,76.986,0,0,0,0,
72,4151.79,4063.59,4518.46,4170.26,3856.92,4308.72,4068.72,4458.46,4284.1,4129.23,4842.05,4195.38,4169.74,4408.72,1615,1592,76.994,0,0,0,0,
73,4166.67,4073.33,4533.85,4166.15,3868.21,4308.21,4076.92,4461.54,4267.18,4117.95,4845.64,4205.13,4182.56,4420.51,1615,1591,77.002,0,0,0,0,
74,4181.54,4081.54,4544.62,4183.08,3883.08,4309.74,4080,4473.33,4296.92,4123.08,4833.33,4204.1,4186.67,4427.69,1615,1590,77.01,0,0,0,0,
75,4161.03,4075.9,4535.38,4186.67,3871.79,4317.95,4067.69,4464.62,4312.82,4125.64,4823.08,4200.51,4171.28,4415.38,1615,1590,77.018,0,0,0,0,
76,4145.64,4070.26,4533.33,4172.31,3856.41,4316.92,4055.38,4448.72,4280.51,4120.51,4830.26,4202.56,4171.28,4413.33,1616,1590,77.025,0,0,0,0,
77,4167.69,4081.54,4547.18,4171.28,3872.31,4306.15,4064.1,4464.62,4285.13,4136.92,4847.69,4217.95,4188.72,4433.33,1617,1588,77.033,0,0,0,0,
78,4173.33,4078.97,4547.69,4163.59,3886.15,4310.77,4078.46,4478.97,4312.82,4147.69,4845.13,4225.64,4187.18,4436.41,1617,1590,77.041,0,0,0,0,
79,4147.69,4057.44,4522.56,4141.54,3872.82,4319.49,4069.74,4460,4292.82,4123.08,4824.62,4207.69,4170.26,4413.33,1619,1589,77.049,0,0,0,0,
80,4145.64,4060,4507.69,4144.1,3868.72,4317.44,4061.54,4454.87,4277.44,4115.38,4826.15,4196.41,4171.28,4405.64,1619,1591,77.057,0,0,0,0,
81,4167.18,4075.38,4517.95,4155.9,3875.9,4314.87,4077.95,4478.46,4301.03,4148.21,4842.05,4209.23,4187.69,4421.03,1620,1593,77.065,0,0,0,0,
82,4163.08,4066.67,4523.08,4149.23,3868.21,4315.9,4088.72,4483.59,4308.72,4161.54,4836.41,4214.36,4191.79,4422.56,1619,1593,77.072,0,0,0,0,
83,4157.95,4051.79,4527.69,4150.77,3859.49,4313.33,4079.49,4474.36,4302.56,4141.03,4825.64,4210.26,4183.08,4417.95,1619,1595,77.08,0,0,0,0,
84,4160.51,4048.21,4534.36,4152.31,3864.62,4309.23,4070.26,4474.87,4307.69,4134.87,4831.79,4214.87,4169.23,4424.62,1620,1593,77.088,0,0,0,0,
85,4145.64,4049.23,4528.21,4142.56,3867.69,4310.26,4066.15,4472.82,4300,4136.92,4836.92,4215.38,4163.59,4422.56,1618,1592,77.096,0,0,0,0,
86,4137.95,4056.92,4525.13,4152.31,3863.08,4313.33,4064.1,4465.64,4287.69,4123.08,4828.72,4207.69,4166.67,4409.23,1619,1590,77.104,0,0,0,0,
87,4151.28,4066.67,4537.95,4171.79,3866.15,4308.72,4068.21,4461.03,4297.95,4128.72,4827.18,4211.28,4164.1,4410.77,1618,1589,77.112,0,0,0,0,
88,4153.85,4063.59,4541.54,4162.56,3866.67,4303.59,4065.64,4456.92,4301.03,4138.46,4827.18,4215.9,4154.87,4416.92,1618,1590,77.119,0,0,0,0,
89,4134.36,4050.77,4533.85,4144.62,3856.92,4308.21,4057.44,4453.85,4283.08,4121.54,4813.33,4210.26,4148.72,4408.72,1617,1592,77.127,0,0,0,0,
90,4137.95,4048.21,4535.9,4149.23,3850.77,4312.82,4064.62,4458.97,4280,4122.56,4813.33,4211.79,4158.46,4412.82,1619,1593,77.135,0,0,0,0,
91,4156.41,4061.03,4543.59,4160.51,3859.49,4308.72,4081.03,4473.85,4297.95,4141.54,4833.33,4222.56,4172.82,4428.72,1617,1594,77.143,0,0,0,0,
92,4146.15,4064.62,4537.44,4155.38,3874.87,4307.69,4082.05,4476.41,4298.97,4129.23,4826.67,4217.44,4157.44,4421.54,1618,1596,77.151,0,0,0,0,
93,4126.15,4051.28,4522.56,4143.08,3874.36,4309.23,4072.31,4467.18,4289.23,4116.92,4803.59,4202.56,4136.41,4399.49,1618,1596,77.158,0,0,0,0,
94,4132.31,4045.64,4520,4144.1,3856.92,4308.21,4073.33,4467.18,4309.23,4137.44,4817.44,4198.97,4150.26,4400.51,1617,1596,77.166,0,0,0,0,
95,4143.59,4055.38,4526.15,4156.92,3847.69,4310.77,4073.85,4468.21,4313.33,4141.03,4831.28,4202.56,4154.87,4414.36,1618,1593,77.174,0,0,0,0,
96,4135.38,4061.54,4525.64,4157.44,3856.41,4310.77,4067.18,4459.49,4281.54,4123.59,4812.31,4199.49,4134.36,4411.28,1618,1593,77.182,0,0,0,0,
97,4132.82,4061.03,4526.15,4150.26,3867.18,4312.82,4070.26,4452.31,4273.33,4118.97,4807.18,4197.95,4144.1,4402.56,1618,1592,77.19,0,0,0,0,
98,4137.95,4059.49,4532.31,4154.87,3868.21,4320.51,4075.9,4445.64,4272.31,4115.9,4817.44,4197.44,4156.92,4397.95,1617,1591,77.197,0,0,0,0,
99,4138.46,4062.56,4535.9,4162.05,3868.72,4320,4072.82,4438.46,4256.41,4114.36,4816.92,4197.95,4143.59,4403.08,1618,1592,77.205,0,0,0,0,
100,4140.51,4066.15,4534.36,4159.49,3868.72,4310.26,4066.67,4444.1,4267.18,4122.05,4815.9,4205.13,4137.44,4415.9,1618,1592,77.213,0,0,0,0,
101,4134.36,4055.38,4518.97,4147.18,3861.03,4307.69,4056.41,4443.59,4280.51,4117.44,4811.28,4199.49,4124.62,4409.23,1618,1592,77.221,0,0,0,0,
102,4127.69,4051.28,4507.18,4135.38,3854.36,4311.28,4050.77,4436.92,4260.51,4113.85,4808.21,4188.21,4118.97,4393.33,1618,1596,77.229,0,0,0,0,
103,4136.92,4068.21,4515.38,4142.05,3867.69,4308.72,4061.03,4451.28,4267.69,4135.38,4823.59,4197.95,4143.59,4399.49,1619,1597,77.237,0,0,0,0,
104,4144.62,4080.51,4525.13,4153.33,3880.51,4301.54,4065.64,4466.67,4291.79,4141.54,4827.69,4206.15,4153.33,4406.15,1618,1596,77.244,0,0,0,0,
105,4139.49,4070.77,4517.95,4149.74,3870.77,4303.59,4060,4460.51,4276.92,4124.1,4811.28,4198.97,4134.87,4396.92,1618,1595,77.252,0,0,0,0,
106,4134.36,4059.49,4508.21,4145.64,3858.97,4315.38,4069.23,4450.77,4266.67,4124.1,4810.77,4197.44,4125.64,4390.77,1618,1593,77.26,0,0,0,0,
107,4125.64,4056.92,4508.21,4143.59,3856.41,4312.82,4073.85,4447.69,4272.31,4126.67,4808.72,4194.36,4125.13,4385.64,1619,1592,77.268,0,0,0,0,
108,4116.92,4060.51,4504.1,4135.38,3852.82,4305.13,4060,4441.03,4260.51,4124.62,4792.31,4180.51,4117.95,4375.38,1618,1593,77.276,0,0,0,0,
109,4128.72,4073.33,4503.08,4145.64,3867.69,4312.82,4060,4440.51,4265.64,4136.41,4801.54,4182.56,4125.64,4377.44,1620,1594,77.284,0,0,0,0,
110,4142.56,4077.95,4514.87,4153.85,3884.1,4312.31,4066.67,4446.67,4280,4135.38,4816.41,4193.85,4136.41,4384.62,1620,1595,77.291,0,0,0,0,
111,4138.46,4073.85,4517.95,4144.1,3869.23,4302.56,4058.97,4445.13,4266.67,4122.05,4803.08,4189.23,4130.26,4384.1,1621,1598,77.299,0,0,0,0,
112,4135.38,4077.95,4507.69,4152.82,3855.9,4302.05,4054.87,4444.1,4262.56,4126.67,4794.87,4181.03,4117.44,4380.51,1621,1597,77.307,0,0,0,0,
113,4142.05,4080,4504.1,4166.67,3866.15,4304.1,4061.54,4445.64,4273.85,4129.23,4799.49,4183.59,4115.38,4380,1620,1596,77.315,0,0,0,0,
114,4146.15,4071.28,4515.9,4156.41,3861.03,4301.03,4058.46,4444.1,4265.13,4125.13,4798.46,4188.21,4123.08,4385.64,1621,1593,77.323,0,0,0,0,
115,4138.97,4063.08,4523.08,4142.05,3845.64,4298.46,4047.69,4438.97,4259.49,4127.69,4793.33,4184.1,4108.21,4386.15,1619,1593,77.33,0,0,0,0,
116,4136.41,4061.03,4521.03,4141.03,3854.87,4300.51,4049.23,4441.54,4267.18,4120.51,4793.33,4186.67,4091.79,4383.59,1619,1594,77.338,0,0,0,0,
117,4146.67,4065.64,4522.05,4146.15,3868.72,4305.64,4066.67,4451.79,4264.62,4121.03,4803.59,4202.05,4116.41,4393.33,1618,1594,77.346,0,0,0,0,
118,4160,4080,4527.18,4158.97,3865.13,4307.18,4078.46,4451.28,4261.54,4143.08,4818.46,4207.69,4146.15,4402.56,1618,1595,77.354,0,0,0,0,
119,4158.46,4080,4527.18,4158.97,3859.49,4310.26,4071.79,4445.64,4266.67,4142.05,4813.85,4205.64,4126.67,4398.46,1618,1596,77.362,0,0,0,0,
120,4141.54,4049.74,4519.49,4139.49,3855.9,4310.77,4061.03,4445.13,4261.54,4121.03,4796.41,4206.67,4093.85,4390.77,1618,1596,77.37,0,0,0,0,
121,4134.36,4038.97,4519.49,4138.97,3852.31,4297.44,4058.46,4443.59,4248.21,4120.51,4794.36,4209.74,4098.97,4389.74,1617,1595,77.377,0,0,0,0,
122,4146.67,4067.69,4524.1,4155.38,3858.97,4289.23,4060,4448.72,4252.31,4126.15,4800.51,4214.36,4112.31,4396.92,1618,1595,77.385,0,0,0,0,
123,4148.21,4082.56,4521.03,4157.44,3865.64,4296.41,4060.51,4461.54,4273.33,4126.15,4797.95,4213.33,4105.13,4396.92,1618,1595,77.393,0,0,0,0,
124,4122.05,4062.56,4509.23,4141.54,3861.03,4296.41,4056.41,4452.82,4263.08,4120,4786.15,4195.9,4091.79,4376.92,1618,1596,77.401,0,0,0,0,
125,4103.08,4053.85,4494.87,4134.87,3861.54,4297.44,4047.69,4433.33,4236.92,4114.36,4776.92,4180,4084.1,4358.97,1619,1596,77.409,0,0,0,0,
126,4108.72,4063.08,4490.26,4139.49,3856.92,4305.13,4052.31,4448.21,4268.21,4132.82,4786.67,4184.62,4087.69,4364.62,1618,1597,77.416,0,0,0,0,
127,4111.28,4060.51,4492.82,4135.38,3847.18,4306.67,4069.23,4467.69,4303.59,4147.18,4798.46,4189.23,4089.23,4373.85,1618,1598,77.424,0,0,0,0,
128,4107.18,4061.54,4494.36,4140.51,3861.03,4308.72,4072.82,4453.33,4269.23,4131.79,4794.36,4185.13,4078.97,4368.21,1618,1595,77.432,0,0,0,0,
0,4104.1,4069.23,4493.85,4152.82,3883.08,4311.79,4063.59,4440,4247.18,4132.82,4793.85,4188.21,4078.97,4367.69,1618,1594,77.44,0,0,0,0,
1,4094.36,4062.56,4492.31,4147.18,3881.54,4313.33,4059.49,4448.21,4288.72,4150.77,4796.41,4192.31,4088.21,4367.18,1618,1592,77.448,0,0,0,0,
2,4083.08,4055.9,4489.74,4137.44,3877.95,4318.97,4061.03,4451.79,4301.54,4148.21,4785.64,4186.15,4078.46,4356.41,1618,1592,77.456,0,0,0,0,
3,4085.13,4064.1,4489.74,4147.69,3881.03,4317.44,4058.46,4445.64,4267.69,4148.21,4781.54,4183.08,4064.1,4354.87,1618,1592,77.463,0,0,0,0,
4,4094.87,4071.28,4494.36,4159.49,3870.77,4306.67,4056.92,4450.77,4258.97,4156.92,4797.44,4195.38,4081.03,4367.18,1619,1593,77.471,0,0,0,0,
5,4092.82,4066.15,4495.38,4150.77,3869.74,4304.1,4058.46,4459.49,4269.23,4152.31,4803.59,4200,4095.38,4365.13,1618,1593,77.479,0,0,0,0,
6,4077.95,4057.44,4487.69,4134.87,3881.03,4303.08,4062.05,4459.49,4266.67,4149.23,4793.85,4191.79,4073.33,4351.79,1619,1593,77.487,0,0,0,0,
7,4071.28,4052.82,4482.05,4132.82,3872.31,4299.49,4072.31,4464.62,4271.28,4153.85,4795.38,4194.36,4057.95,4356.41,1620,1593,77.495,0,0,0,0,
8,4068.21,4043.59,4479.49,4141.54,3857.95,4306.67,4076.92,4467.69,4277.44,4145.64,4793.85,4194.36,4060,4357.95,1619,1593,77.502,0,0,0,0,
9,4054.87,4027.69,4473.33,4136.92,3858.97,4315.38,4072.82,4452.82,4257.95,4134.36,4775.38,4179.49,4051.28,4341.54,1620,1593,77.51,0,0,0,0,
10,4056.92,4028.21,4474.87,4127.69,3859.49,4311.79,4077.95,4448.72,4246.15,4138.97,4775.9,4181.54,4050.26,4342.56,1619,1592,77.518,0,0,0,0,
11,4077.44,4049.23,4486.67,4143.59,3860,4307.18,4088.72,4469.74,4263.08,4150.77,4798.97,4201.54,4073.85,4362.56,1620,1592,77.526,0,0,0,0,
12,4081.03,4055.9,4491.28,4154.36,3864.62,4309.23,4080.51,4480,4274.87,4153.33,4801.03,4203.59,4078.46,4366.15,1620,1592,77.534,0,0,0,0,
13,4072.82,4044.62,4489.23,4138.97,3864.62,4311.79,4062.56,4475.38,4280,4157.44,4790.77,4198.97,4060.51,4361.03,1619,1592,77.542,0,0,0,0,
14,4074.36,4041.54,4490.77,4131.79,3871.79,4313.33,4051.79,4474.87,4296.41,4168.21,4804.1,4204.1,4056.92,4363.59,1620,1592,77.549,0,0,0,0,
15,4072.82,4042.56,4490.26,4136.92,3880,4311.28,4051.79,4465.13,4298.46,4163.08,4811.28,4205.13,4060,4364.1,1619,1592,77.557,0,0,0,0,
16,4069.74,4038.46,4488.21,4135.38,3879.49,4312.82,4061.03,4456.41,4277.95,4151.28,4796.92,4204.62,4060,4365.13,1620,1591,77.565,0,0,0,0,
17,4073.85,4036.92,4489.74,4134.87,3875.9,4316.92,4067.69,4465.64,4274.36,4155.38,4798.46,4206.15,4065.64,4367.18,1619,1593,77.573,0,0,0,0,
18,4077.44,4040.51,4491.28,4138.46,3864.62,4311.79,4066.15,4468.72,4283.59,4162.05,4809.74,4204.62,4070.26,4365.64,1621,1593,77.581,0,0,0,0,
19,4083.08,4043.08,4491.79,4137.44,3857.95,4307.18,4066.15,4457.44,4273.33,4153.33,4803.08,4205.13,4065.13,4370.77,1620,1595,77.588,0,0,0,0,
20,4085.64,4048.21,4492.82,4138.46,3864.62,4306.15,4063.59,4451.28,4255.38,4138.97,4792.31,4206.67,4057.44,4373.85,1621,1596,77.596,0,0,0,0,
21,4077.95,4050.26,4489.74,4139.49,3862.05,4304.62,4062.56,4458.46,4265.64,4138.46,4793.33,4201.03,4057.44,4364.1,1620,1594,77.604,0,0,0,0,
22,4072.31,4043.59,4481.54,4134.87,3864.62,4315.9,4071.79,4470.26,4283.08,4147.69,4802.56,4195.38,4064.1,4357.44,1619,1594,77.612,0,0,0,0,
23,4077.95,4047.18,4481.03,4141.54,3893.33,4329.23,4079.49,4477.44,4285.13,4161.03,4815.38,4203.08,4067.69,4367.18,1620,1591,77.62,0,0,0,0,
24,4090.26,4062.05,4490.26,4152.82,3900,4318.46,4075.38,4475.9,4282.56,4166.15,4818.97,4213.33,4071.28,4379.49,1619,1591,77.628,0,0,0,0,
25,4100,4065.64,4496.41,4144.1,3874.87,4304.1,4071.28,4471.79,4282.05,4163.59,4812.31,4212.31,4080.51,4378.97,1617,1591,77.635,0,0,0,0,
26,4095.38,4056.92,4489.74,4133.33,3860.51,4304.62,4068.72,4468.72,4283.59,4161.03,4809.23,4203.08,4078.46,4368.21,1617,1592,77.643,0,0,0,0,
27,4082.56,4053.33,4477.95,4139.49,3863.08,4296.92,4055.9,4447.69,4264.1,4140.51,4801.03,4191.28,4060.51,4354.36,1618,1592,77.651,0,0,0,0,
28,4076.92,4051.79,4472.82,4141.54,3869.23,4289.74,4044.1,4424.1,4232.31,4117.44,4788.72,4181.03,4049.74,4345.13,1618,1594,77.659,0,0,0,0,
29,4080.51,4050.26,4475.9,4137.44,3873.85,4297.44,4051.79,4437.95,4246.67,4135.9,4800,4186.67,4056.41,4353.85,1618,1595,77.667,0,0,0,0,
30,4082.56,4053.85,4478.46,4138.46,3876.41,4303.08,4064.62,4464.62,4285.13,4160,4818.46,4199.49,4065.64,4366.67,1618,1594,77.674,0,0,0,0,
31,4076.92,4049.74,4470.77,4130.77,3877.95,4306.67,4061.54,4457.44,4275.38,4142.05,4807.69,4191.28,4057.95,4358.97,1618,1594,77.682,0,0,0,0,
32,4075.38,4045.13,4475.9,4126.15,3870.77,4310.26,4058.46,4448.72,4255.38,4132.31,4795.38,4186.67,4046.15,4353.33,1619,1593,77.69,0,0,0,0,
33,4077.95,4048.21,4486.15,4130.77,3861.54,4304.62,4062.56,4463.08,4274.87,4146.67,4800.51,4202.56,4044.1,4363.08,1620,1590,77.698,0,0,0,0,
34,4074.36,4045.13,4481.54,4128.72,3861.54,4296.92,4058.97,4462.56,4284.62,4137.44,4795.9,4204.1,4041.54,4358.97,1622,1588,77.706,0,0,0,0,
35,4074.87,4042.56,4481.54,4131.28,3865.64,4304.1,4060,4454.36,4277.95,4131.28,4796.92,4196.92,4042.56,4351.28,1622,1583,77.714,0,0,0,0,
36,4078.97,4049.23,4492.82,4139.49,3871.79,4313.85,4068.21,4458.97,4283.59,4142.05,4813.33,4204.1,4051.79,4359.49,1622,1580,77.721,0,0,0,0,
37,4070.26,4044.62,4493.33,4135.9,3872.31,4305.64,4064.1,4458.97,4276.41,4131.79,4806.15,4205.13,4047.69,4360,1624,1577,77.729,0,0,0,0,
38,4064.1,4036.92,4487.18,4131.79,3868.72,4297.95,4060,4453.85,4258.46,4120.51,4790.77,4199.49,4037.95,4353.85,1622,1581,77.737,0,0,0,0,
39,4076.92,4050.77,4497.44,4140.51,3874.36,4306.15,4070.77,4461.03,4261.54,4136.41,4801.03,4211.79,4049.74,4366.15,1624,1588,77.745,0,0,0,0,
40,4071.28,4050.26,4495.9,4141.03,3885.13,4314.87,4072.31,4465.13,4268.21,4146.67,4801.54,4212.82,4052.31,4369.23,1623,1594,77.753,0,0,0,0,
41,4047.18,4024.62,4476.92,4133.33,3880.51,4312.82,4057.95,4456.41,4261.54,4133.85,4788.21,4194.87,4031.28,4349.23,1624,1599,77.761,0,0,0,0,
42,4052.31,4026.15,4481.03,4135.38,3867.69,4308.21,4057.44,4459.49,4267.18,4130.77,4791.28,4194.87,4033.33,4350.26,1624,1600,77.768,0,0,0,0,
43,4072.31,4043.59,4501.03,4143.08,3861.54,4309.74,4073.85,4474.36,4281.54,4144.62,4798.97,4208.72,4054.36,4368.21,1623,1599,77.776,0,0,0,0,
44,4063.59,4025.64,4490.77,4138.46,3858.97,4312.31,4080,4474.87,4278.46,4144.62,4792.82,4201.03,4050.77,4358.97,1623,1594,77.784,0,0,0,0,
45,4056.92,4002.05,4472.31,4137.95,3866.67,4312.31,4067.69,4457.44,4264.62,4132.82,4791.28,4186.15,4045.64,4343.08,1623,1591,77.792,0,0,0,0,
46,4076.92,4012.31,4486.67,4164.1,3885.64,4310.26,4065.13,4454.36,4261.54,4139.49,4806.15,4187.18,4071.28,4351.28,1623,1589,77.8,0,0,0,0,
47,4077.44,4012.31,4494.87,4186.15,3895.38,4314.36,4078.46,4467.18,4268.21,4156.92,4808.72,4189.23,4090.26,4352.82,1621,1593,77.807,0,0,0,0,
48,4058.97,3986.15,4476.92,4183.08,3884.62,4316.92,4074.87,4464.62,4268.72,4154.36,4795.9,4181.54,4088.21,4338.97,1623,1596,77.815,0,0,0,0,
49,4062.56,3981.03,4465.64,4188.21,3883.08,4303.59,4051.28,4442.56,4250.26,4138.46,4795.9,4180.51,4103.08,4343.59,1620,1597,77.823,0,0,0,0,
50,4080,3998.46,4466.67,4207.18,3894.87,4291.79,4046.15,4431.28,4235.38,4141.54,4814.87,4193.33,4135.9,4363.59,1621,1596,77.831,0,0,0,0,
51,4080,3996.92,4457.44,4204.1,3897.44,4301.54,4060.51,4440,4246.67,4156.92,4826.67,4195.38,4148.21,4370.77,1620,1591,77.839,0,0,0,0,
52,4062.05,3979.49,4441.54,4189.74,3898.46,4314.87,4064.62,4447.18,4263.08,4164.1,4823.59,4185.64,4142.56,4363.08,1620,1590,77.847,0,0,0,0,
53,4058.46,3983.08,4444.1,4200,3908.21,4307.69,4057.95,4446.15,4263.59,4172.31,4831.79,4189.74,4152.82,4366.67,1620,1586,77.854,0,0,0,0,
54,4081.03,4015.9,4461.54,4216.92,3909.23,4301.03,4056.92,4447.69,4259.49,4180,4849.23,4208.72,4170.26,4386.15,1618,1588,77.862,0,0,0,0,
55,4093.85,4043.08,4468.72,4221.03,3898.46,4304.62,4064.62,4455.38,4262.56,4180,4854.36,4217.95,4168.72,4396.92,1619,1590,77.87,0,0,0,0,
56,4084.62,4056.92,4460.51,4226.67,3893.85,4303.59,4063.59,4456.41,4260,4183.59,4844.1,4211.79,4160.51,4394.87,1618,1592,77.878,0,0,0,0,
57,4092.82,4080.51,4456.92,4236.41,3908.72,4298.46,4050.77,4446.15,4248.21,4190.26,4840,4212.82,4175.38,4396.41,1618,1591,77.886,0,0,0,0,
58,4107.69,4102.05,4448.72,4233.33,3925.64,4307.18,4049.74,4438.97,4244.1,4184.1,4842.05,4211.79,4202.05,4395.9,1617,1591,77.893,0,0,0,0,
59,4102.05,4107.18,4434.87,4226.15,3920.51,4322.05,4063.08,4447.18,4262.05,4184.1,4842.05,4205.64,4221.54,4389.23,1618,1591,77.901,0,0,0,0,
