COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
2,5679.49,4194.87,4538.97,4277.95,3938.46,4223.08,4071.79,4463.59,4258.97,4072.82,4733.33,4546.15,3952.31,4774.87,1617,1600,81.491,0,0,0,0,
3,5672.31,4195.38,4548.72,4277.95,3956.41,4220.51,4067.18,4458.46,4252.31,4080,4747.18,4550.77,3968.21,4776.41,1616,1598,81.498,0,0,0,0,
4,5674.36,4206.67,4556.92,4292.31,3975.38,4210.26,4064.1,4461.54,4270.26,4082.05,4755.9,4560.51,3971.28,4787.18,1617,1599,81.506,0,0,0,0,
5,5659.49,4204.62,4544.1,4290.26,3984.62,4218.46,4063.59,4451.79,4270.77,4075.38,4726.15,4556.92,3938.97,4788.72,1616,1596,81.514,0,0,0,0,
6,5633.85,4185.13,4521.03,4273.85,3982.56,4241.03,4062.05,4434.36,4245.64,4069.74,4705.13,4527.69,3945.64,4758.46,1616,1595,81.522,0,0,0,0,
7,5614.87,4169.74,4503.59,4257.95,3971.79,4252.82,4061.54,4431.28,4227.69,4052.31,4704.62,4496.41,3976.92,4711.28,1615,1593,81.53,0,0,0,0,
8,5609.74,4181.54,4504.1,4270.26,3971.28,4237.95,4058.46,4435.9,4227.69,4031.28,4702.05,4491.79,3975.9,4695.38,1615,1594,81.537,0,0,0,0,
9,5615.38,4204.1,4519.49,4294.87,3978.97,4214.87,4059.49,4446.67,4267.69,4054.36,4711.28,4509.23,3970.26,4716.92,1615,1595,81.545,0,0,0,0,
10,5613.33,4207.18,4526.15,4293.33,3977.95,4209.23,4067.18,4460.51,4299.49,4087.69,4725.13,4521.54,3976.92,4730.26,1616,1599,81.553,0,0,0,0,
11,5596.92,4198.97,4519.49,4276.92,3972.31,4218.97,4066.15,4452.82,4262.56,4076.41,4716.92,4513.33,3977.44,4719.49,1615,1599,81.561,0,0,0,0,
12,5583.08,4197.95,4516.92,4270.26,3975.38,4219.49,4056.92,4437.44,4233.33,4050.77,4711.79,4499.49,3991.28,4705.13,1615,1598,81.569,0,0,0,0,
13,5578.46,4201.54,4528.21,4265.64,3979.49,4202.56,4056.41,4446.15,4260.51,4054.36,4724.62,4511.28,4001.03,4714.87,1615,1597,81.576,0,0,0,0,
14,5566.15,4191.79,4534.36,4266.67,3965.64,4203.59,4058.46,4450.26,4277.44,4071.79,4710.26,4526.15,3975.38,4731.79,1616,1599,81.584,0,0,0,0,
15,5529.23,4158.97,4516.41,4265.64,3952.31,4246.15,4056.41,4428.21,4258.46,4058.97,4671.79,4496.92,3960,4702.56,1614,1599,81.592,0,0,0,0,
16,5519.49,4158.97,4518.97,4260.51,3966.67,4250.77,4065.64,4431.28,4251.28,4045.64,4684.1,4481.54,4010.77,4678.46,1615,1600,81.6,0,0,0,0,
17,5550.77,4201.54,4553.85,4269.74,3983.59,4197.44,4076.92,4463.08,4261.54,4064.1,4736.41,4515.9,4066.15,4708.21,1615,1600,81.608,0,0,0,0,
18,5546.67,4202.56,4553.33,4268.21,3973.85,4198.97,4077.44,4468.21,4266.15,4078.46,4743.59,4524.62,4053.33,4718.97,1616,1601,81.616,0,0,0,0,
19,5502.05,4161.03,4525.64,4249.23,3959.49,4242.56,4073.33,4447.69,4264.1,4065.64,4714.36,4493.33,4023.59,4686.67,1616,1601,81.623,0,0,0,0,
20,5482.56,4153.33,4527.69,4252.82,3955.9,4233.33,4069.74,4439.49,4259.49,4055.38,4710.77,4483.08,4024.62,4673.85,1615,1602,81.631,0,0,0,0,
21,5493.33,4178.97,4545.64,4267.18,3955.9,4213.85,4070.26,4450.26,4264.1,4056.41,4724.62,4496.41,4028.72,4690.77,1616,1601,81.639,0,0,0,0,
22,5494.36,4181.54,4541.03,4258.46,3964.62,4227.69,4075.9,4460.51,4271.79,4049.23,4725.64,4497.95,4032.82,4691.28,1615,1599,81.647,0,0,0,0,
23,5472.82,4158.46,4524.1,4245.13,3968.21,4242.56,4077.95,4456.41,4268.21,4049.74,4711.79,4489.23,4042.56,4669.74,1616,1598,81.655,0,0,0,0,
24,5449.74,4151.28,4518.46,4247.69,3960.51,4249.23,4075.38,4446.67,4264.62,4064.62,4705.64,4485.64,4045.13,4658.46,1617,1596,81.663,0,0,0,0,
25,5454.36,4167.69,4534.87,4255.9,3958.46,4235.9,4075.9,4453.85,4282.05,4079.49,4724.1,4497.95,4058.97,4672.31,1616,1597,81.67,0,0,0,0,
26,5463.08,4179.49,4550.77,4267.18,3955.9,4210.77,4076.41,4468.21,4305.13,4087.69,4744.1,4512.31,4086.15,4682.56,1617,1599,81.678,0,0,0,0,
27,5441.54,4165.64,4542.56,4268.72,3941.03,4218.46,4074.87,4463.59,4293.85,4080.51,4738.97,4506.67,4085.64,4669.23,1618,1599,81.686,0,0,0,0,
28,5415.38,4153.33,4534.87,4251.79,3943.08,4241.54,4072.82,4449.74,4270.26,4064.62,4726.67,4492.82,4063.59,4654.87,1618,1597,81.694,0,0,0,0,
29,5410.26,4160,4539.49,4247.69,3962.56,4238.97,4075.38,4447.18,4270.77,4060.51,4722.56,4488.72,4055.9,4648.72,1618,1596,81.702,0,0,0,0,
30,5403.08,4158.97,4540,4250.77,3952.82,4223.59,4081.03,4454.87,4279.49,4063.59,4709.23,4486.15,4055.38,4641.54,1619,1593,81.709,0,0,0,0,
31,5388.72,4149.23,4542.05,4243.59,3938.97,4208.72,4080.51,4468.72,4279.49,4065.13,4698.97,4484.1,4058.97,4640,1618,1593,81.717,0,0,0,0,
32,5358.97,4128.72,4529.23,4230.26,3954.36,4241.54,4072.31,4454.36,4255.9,4044.62,4692.31,4469.74,4049.74,4622.56,1619,1593,81.725,0,0,0,0,
33,5327.18,4112.31,4511.28,4223.59,3959.49,4288.72,4071.79,4424.62,4229.74,4015.38,4678.97,4446.67,4026.67,4592.31,1619,1596,81.733,0,0,0,0,
34,5342.05,4140.51,4537.95,4243.08,3940,4242.05,4087.69,4455.38,4262.05,4044.62,4701.03,4467.69,4052.82,4612.82,1620,1599,81.741,0,0,0,0,
35,5364.62,4170.26,4567.69,4261.03,3932.82,4184.1,4094.36,4502.05,4316.92,4099.49,4745.64,4509.74,4095.9,4654.87,1620,1599,81.749,0,0,0,0,
36,5332.82,4148.21,4544.62,4244.62,3939.49,4214.36,4080.51,4479.49,4301.54,4084.1,4736.41,4495.9,4073.85,4640.51,1620,1599,81.756,0,0,0,0,
37,5294.87,4127.18,4524.1,4225.64,3939.49,4244.62,4071.28,4450.26,4263.59,4045.64,4696.41,4465.64,4041.03,4608.21,1620,1597,81.843,0,0,0,0,
38,5286.67,4138.46,4533.85,4232.31,3941.03,4242.56,4075.38,4457.44,4264.1,4049.74,4692.82,4466.67,4050.77,4606.15,1620,1596,81.847,0,0,0,0,
39,5277.95,4137.44,4533.33,4233.33,3942.05,4247.69,4076.41,4452.82,4271.28,4058.46,4710.77,4465.13,4062.05,4607.18,1621,1594,81.847,0,0,0,0,
40,5271.79,4133.33,4534.87,4229.74,3940,4232.82,4077.44,4458.97,4281.03,4055.9,4722.05,4460.51,4069.23,4606.15,1620,1596,81.847,0,0,0,0,
41,5264.1,4134.87,4535.9,4232.82,3944.62,4225.13,4080.51,4474.36,4291.79,4058.97,4718.46,4460,4068.21,4604.62,1620,1595,81.847,0,0,0,0,
42,5237.95,4124.62,4515.38,4223.59,3941.54,4238.97,4076.41,4457.95,4277.44,4052.31,4706.67,4448.21,4049.23,4594.36,1618,1596,81.847,0,0,0,0,
43,5223.59,4118.97,4504.1,4213.33,3940.51,4238.97,4073.85,4449.74,4268.21,4048.72,4703.59,4438.46,4050.26,4589.23,1620,1596,81.847,0,0,0,0,
44,5220,4116.92,4508.21,4212.82,3944.62,4261.03,4080.51,4467.69,4292.31,4060.51,4703.08,4436.92,4064.62,4586.67,1618,1595,81.847,0,0,0,0,
45,5210.26,4116.92,4510.26,4218.46,3935.38,4273.85,4086.67,4464.62,4300,4066.67,4702.05,4436.92,4064.62,4589.23,1619,1594,81.847,0,0,0,0,
46,5222.56,4145.13,4530.26,4237.44,3930.77,4215.38,4091.79,4469.23,4305.64,4084.1,4727.69,4457.95,4083.59,4617.44,1619,1591,81.847,0,0,0,0,
47,5236.92,4168.21,4552.31,4250.77,3950.77,4184.1,4095.9,4498.97,4339.49,4114.87,4759.49,4480,4114.36,4639.49,1619,1592,81.847,0,0,0,0,
48,5187.69,4123.59,4517.95,4215.9,3958.46,4262.56,4083.59,4472.82,4315.38,4087.18,4724.62,4443.59,4083.08,4601.03,1619,1592,81.85,0,0,0,0,
49,5121.54,4072.31,4470.26,4173.85,3941.03,4328.21,4065.13,4416.92,4258.46,4027.69,4665.64,4386.67,4021.54,4548.72,1619,1593,81.858,0,0,0,0,
50,5143.59,4109.74,4502.05,4205.13,3937.95,4254.87,4073.33,4449.23,4287.18,4052.31,4701.03,4415.38,4048.72,4582.05,1620,1593,81.866,0,0,0,0,
51,5191.28,4162.05,4549.74,4251.79,3946.67,4168.72,4087.69,4504.1,4340,4115.9,4760,4474.36,4112.82,4642.05,1621,1593,81.874,0,0,0,0,
52,5135.38,4115.38,4502.05,4216.41,3935.9,4243.59,4061.03,4455.38,4314.87,4083.08,4706.15,4427.18,4062.56,4595.38,1621,1592,81.882,0,0,0,0,
53,5089.23,4081.54,4472.82,4186.15,3929.23,4303.08,4051.28,4423.08,4290.77,4042.05,4676.41,4382.05,4025.64,4556.41,1620,1592,81.889,0,0,0,0,
54,5150.26,4141.03,4543.08,4237.95,3941.03,4207.18,4092.82,4488.21,4318.97,4106.15,4765.64,4448.72,4116.41,4634.87,1622,1589,81.897,0,0,0,0,
55,5178.46,4171.79,4576.92,4271.79,3948.72,4160,4110.77,4515.9,4341.03,4156.92,4802.56,4486.67,4158.97,4680,1620,1588,81.905,0,0,0,0,
56,5122.56,4130.26,4533.33,4234.87,3938.97,4235.38,4087.18,4474.87,4331.28,4116.41,4745.64,4434.87,4094.87,4636.92,1620,1591,81.913,0,0,0,0,
57,5068.21,4080.51,4497.95,4192.82,3936.92,4305.64,4071.28,4435.38,4269.74,4050.26,4696.92,4385.64,4046.67,4604.1,1619,1594,81.921,0,0,0,0,
58,5063.08,4079.49,4504.62,4194.87,3953.85,4295.9,4075.9,4437.44,4252.82,4046.67,4702.56,4389.23,4055.38,4622.56,1616,1600,81.928,0,0,0,0,
59,5097.95,4122.56,4538.46,4227.18,3958.97,4229.23,4090.26,4485.64,4340,4107.69,4751.28,4426.67,4089.74,4670.77,1616,1601,81.936,0,0,0,0,
60,5131.28,4150.77,4568.21,4247.69,3949.23,4188.21,4103.08,4519.49,4370.26,4140,4793.33,4458.46,4119.49,4714.36,1613,1600,81.944,0,0,0,0,
61,5113.33,4131.28,4560,4242.05,3960.51,4217.95,4096.41,4493.85,4310.77,4113.33,4776.41,4450.77,4110.26,4716.92,1612,1599,81.952,0,0,0,0,
62,5068.21,4099.49,4532.82,4226.15,3976.41,4251.79,4073.85,4459.49,4281.03,4082.05,4738.97,4422.05,4071.28,4697.95,1611,1597,81.96,0,0,0,0,
63,5045.13,4086.15,4525.64,4210.77,3958.97,4264.62,4070.77,4456.41,4286.15,4075.38,4737.44,4411.79,4053.85,4697.95,1611,1596,81.968,0,0,0,0,
64,5052.31,4099.49,4548.72,4225.64,3953.85,4263.59,4093.85,4473.33,4288.21,4093.33,4763.59,4429.74,4081.54,4725.13,1609,1596,81.975,0,0,0,0,
65,5070.26,4126.15,4574.36,4260,3972.31,4225.13,4109.23,4496.41,4301.03,4128.72,4791.28,4454.36,4122.05,4757.44,1610,1598,81.983,0,0,0,0,
66,5046.67,4111.28,4555.38,4247.18,3961.03,4220.51,4098.46,4490.26,4308.72,4131.79,4787.18,4441.54,4110.77,4753.33,1611,1599,81.991,0,0,0,0,
67,5010.26,4079.49,4527.18,4214.87,3949.74,4254.87,4091.28,4473.33,4304.1,4115.38,4765.13,4413.85,4081.03,4737.95,1612,1599,81.999,0,0,0,0,
68,5020.51,4091.28,4536.41,4226.67,3971.28,4251.79,4102.05,4488.21,4315.38,4124.62,4766.67,4419.49,4093.85,4753.85,1613,1598,82.007,0,0,0,0,
69,5028.21,4101.54,4545.64,4242.05,3978.46,4241.54,4103.08,4495.38,4318.97,4125.13,4774.36,4426.15,4100,4761.54,1615,1598,82.014,0,0,0,0,
70,5002.05,4081.54,4535.38,4225.13,3968.72,4264.1,4092.82,4473.85,4303.59,4106.15,4766.15,4411.28,4074.87,4742.56,1615,1598,82.022,0,0,0,0,
71,4988.21,4082.56,4531.28,4220.51,3973.33,4266.67,4085.64,4467.69,4288.21,4097.95,4758.46,4403.08,4075.38,4735.9,1617,1596,82.03,0,0,0,0,
72,5003.59,4110.26,4542.05,4236.41,3973.85,4227.18,4083.08,4479.49,4286.67,4114.87,4771.79,4418.46,4109.23,4750.77,1618,1596,82.038,0,0,0,0,
73,5000.51,4108.72,4541.54,4237.95,3971.28,4223.59,4080,4463.08,4293.85,4127.18,4771.28,4417.95,4107.18,4747.69,1619,1596,82.046,0,0,0,0,
74,4967.18,4076.41,4521.03,4225.64,3977.95,4268.21,4066.67,4422.05,4263.59,4090.77,4740,4389.23,4066.15,4717.95,1619,1595,82.054,0,0,0,0,
75,4968.21,4082.56,4527.18,4239.49,3970.26,4260.51,4066.67,4429.74,4253.33,4079.49,4749.23,4400,4076.41,4724.62,1620,1595,82.061,0,0,0,0,
76,4994.87,4113.33,4558.46,4256.41,3950.77,4219.49,4093.85,4481.03,4318.46,4135.38,4790.77,4438.46,4122.05,4763.59,1620,1593,82.069,0,0,0,0,
77,4984.62,4104.62,4555.9,4236.41,3944.62,4230.77,4109.74,4496.92,4356.41,4164.1,4785.13,4432.31,4127.69,4758.46,1619,1595,82.077,0,0,0,0,
78,4963.59,4088.72,4535.9,4226.67,3951.28,4250.77,4097.95,4480.51,4316.41,4136.92,4761.03,4409.74,4109.74,4729.74,1620,1595,82.085,0,0,0,0,
79,4963.59,4092.82,4533.33,4238.46,3960,4242.56,4089.23,4475.9,4289.74,4116.92,4763.08,4411.79,4097.44,4723.08,1619,1595,82.093,0,0,0,0,
80,4943.08,4081.54,4523.59,4222.05,3960,4257.44,4090.77,4466.67,4292.31,4102.56,4751.79,4405.64,4079.49,4709.74,1620,1595,82.1,0,0,0,0,
81,4924.62,4069.23,4520.51,4214.36,3954.87,4267.18,4091.28,4464.1,4296.92,4098.46,4739.49,4396.92,4077.44,4697.95,1619,1596,82.108,0,0,0,0,
82,4947.18,4092.82,4544.1,4245.13,3958.97,4231.28,4093.85,4489.74,4323.08,4129.23,4760.51,4414.36,4105.64,4717.95,1620,1597,82.116,0,0,0,0,
83,4955.9,4108.72,4550.26,4248.21,3951.28,4208.21,4089.74,4488.72,4313.85,4132.31,4771.28,4421.03,4112.31,4728.72,1619,1598,82.124,0,0,0,0,
84,4935.9,4091.28,4541.03,4221.54,3929.23,4223.08,4078.97,4455.9,4267.18,4101.03,4765.13,4411.79,4093.85,4713.85,1620,1597,82.132,0,0,0,0,
85,4917.44,4070.77,4534.87,4214.87,3938.46,4254.87,4073.33,4437.95,4266.15,4093.33,4755.9,4403.59,4089.74,4704.1,1619,1596,82.14,0,0,0,0,
86,4902.05,4063.08,4523.59,4218.97,3964.1,4267.69,4073.33,4432.82,4281.03,4096.92,4737.44,4390.77,4090.77,4693.85,1619,1597,82.147,0,0,0,0,
87,4909.74,4077.95,4533.33,4225.64,3956.41,4233.33,4083.08,4444.1,4271.28,4098.97,4745.13,4393.33,4095.38,4694.87,1619,1595,82.155,0,0,0,0,
88,4929.23,4098.97,4557.95,4241.03,3938.97,4206.67,4094.36,4473.85,4295.38,4116.92,4773.85,4412.31,4106.15,4714.36,1617,1596,82.163,0,0,0,0,
89,4912.82,4087.18,4548.21,4233.85,3942.05,4227.18,4089.74,4476.92,4322.56,4123.08,4767.18,4406.67,4098.46,4708.72,1618,1596,82.171,0,0,0,0,
90,4885.13,4058.46,4527.69,4210.77,3943.59,4248.72,4081.03,4457.44,4286.67,4093.33,4744.1,4383.08,4075.38,4682.56,1617,1595,82.179,0,0,0,0,
91,4888.72,4061.54,4535.9,4210.77,3942.05,4244.1,4083.59,4456.41,4260.51,4075.38,4747.18,4381.54,4069.23,4679.49,1618,1595,82.186,0,0,0,0,
92,4894.87,4076.92,4540,4220.51,3945.13,4240,4078.46,4463.59,4283.59,4081.54,4752.31,4388.72,4081.54,4688.72,1618,1594,82.194,0,0,0,0,
93,4890.77,4075.38,4538.46,4218.97,3945.64,4234.87,4068.21,4460,4299.49,4085.64,4748.21,4390.77,4087.69,4691.79,1619,1595,82.202,0,0,0,0,
94,4897.95,4079.49,4552.82,4229.23,3947.69,4228.72,4077.95,4458.46,4289.74,4095.9,4756.41,4403.59,4089.74,4700,1618,1596,82.21,0,0,0,0,
95,4905.13,4087.18,4561.03,4238.97,3943.59,4227.69,4092.31,4463.59,4289.74,4112.31,4762.56,4415.38,4094.87,4710.26,1619,1599,82.218,0,0,0,0,
96,4894.87,4073.33,4554.87,4223.08,3926.15,4228.21,4090.77,4465.13,4288.72,4100.51,4751.79,4408.72,4091.79,4705.13,1617,1599,82.226,0,0,0,0,
97,4880.51,4061.03,4549.74,4209.23,3926.15,4234.87,4084.62,4457.95,4274.36,4073.33,4744.1,4400,4078.97,4694.87,1617,1600,82.233,0,0,0,0,
98,4876.92,4065.64,4544.62,4216.41,3945.13,4238.97,4083.59,4454.87,4282.05,4079.49,4748.72,4400,4075.9,4690.26,1618,1598,82.241,0,0,0,0,
99,4882.56,4064.62,4542.56,4222.56,3946.67,4235.9,4086.67,4465.64,4298.46,4101.03,4748.72,4395.9,4082.05,4687.18,1616,1597,82.249,0,0,0,0,
100,4875.38,4050.77,4536.92,4214.36,3937.95,4245.13,4084.1,4464.62,4290.77,4085.64,4733.33,4375.38,4068.21,4668.72,1618,1595,82.257,0,0,0,0,
101,4851.79,4040.51,4522.56,4207.18,3944.62,4262.56,4070.26,4441.54,4264.62,4054.36,4717.44,4353.85,4047.69,4640.51,1617,1594,82.265,0,0,0,0,
102,4850.77,4056.41,4528.21,4220,3941.54,4242.56,4070.77,4443.08,4273.33,4070.26,4735.38,4364.1,4065.64,4645.64,1618,1593,82.272,0,0,0,0,
103,4860,4073.85,4544.62,4236.41,3925.64,4207.18,4083.59,4467.69,4304.62,4104.1,4757.95,4385.13,4086.67,4665.13,1618,1595,82.28,0,0,0,0,
104,4842.56,4069.74,4538.97,4233.33,3934.36,4217.44,4082.56,4464.1,4290.26,4089.74,4740.51,4377.44,4071.79,4652.31,1619,1595,82.288,0,0,0,0,
105,4826.15,4069.23,4533.85,4231.28,3947.18,4236.92,4071.79,4447.69,4266.15,4074.87,4733.33,4369.74,4067.69,4638.97,1619,1595,82.296,0,0,0,0,
106,4821.54,4077.44,4541.54,4240,3932.82,4223.08,4069.74,4460,4297.95,4103.59,4765.64,4387.69,4091.28,4652.82,1618,1595,82.304,0,0,0,0,
107,4800,4058.46,4532.31,4228.21,3922.56,4222.05,4066.15,4462.56,4316.41,4109.74,4767.18,4390.26,4095.9,4653.33,1619,1595,82.312,0,0,0,0,
108,4772.82,4031.79,4517.95,4210.77,3931.79,4241.54,4054.87,4430.77,4283.59,4072.82,4733.85,4368.72,4075.9,4631.28,1619,1598,82.319,0,0,0,0,
109,4767.69,4037.44,4524.62,4222.05,3920,4224.1,4046.67,4415.9,4266.15,4060.51,4734.36,4366.67,4070.26,4624.1,1619,1597,82.327,0,0,0,0,
110,4764.1,4050.26,4531.28,4235.38,3903.08,4193.85,4051.79,4438.46,4271.79,4084.62,4752.82,4382.05,4081.54,4630.26,1618,1597,82.335,0,0,0,0,
111,4758.97,4052.31,4528.72,4233.85,3920,4202.05,4071.28,4463.08,4286.15,4102.56,4757.44,4388.21,4089.23,4631.79,1620,1596,82.343,0,0,0,0,
112,4751.79,4047.18,4525.64,4227.69,3934.36,4227.18,4078.46,4461.03,4289.23,4089.74,4749.23,4377.44,4075.38,4621.54,1619,1595,82.351,0,0,0,0,
113,4729.23,4035.38,4518.97,4216.41,3917.95,4238.97,4067.69,4450.77,4274.36,4071.28,4733.85,4365.64,4057.95,4602.05,1619,1597,82.358,0,0,0,0,
114,4721.54,4036.92,4522.05,4218.97,3910.77,4234.36,4064.1,4456.41,4288.72,4071.28,4729.74,4369.23,4062.56,4597.44,1619,1597,82.366,0,0,0,0,
115,4749.74,4064.1,4543.08,4244.62,3927.18,4213.85,4068.21,4464.1,4303.59,4080.51,4750.26,4382.05,4078.97,4617.95,1617,1599,82.374,0,0,0,0,
116,4772.82,4082.56,4558.97,4257.44,3932.82,4205.13,4069.74,4463.08,4283.08,4089.23,4766.67,4388.72,4092.31,4632.82,1617,1600,82.382,0,0,0,0,
117,4760,4070.77,4551.28,4246.67,3926.15,4221.03,4066.15,4450.77,4281.54,4095.9,4757.95,4382.05,4087.69,4622.05,1617,1600,82.39,0,0,0,0,
118,4744.62,4058.46,4541.03,4241.03,3924.1,4227.18,4065.13,4447.69,4295.38,4088.21,4748.72,4378.97,4078.46,4613.33,1617,1600,82.398,0,0,0,0,
119,4748.72,4059.49,4543.59,4241.03,3924.62,4220,4071.79,4457.44,4278.46,4077.44,4751.79,4384.1,4080.51,4619.49,1616,1600,82.405,0,0,0,0,
120,4746.15,4060,4543.59,4235.9,3927.18,4232.31,4074.87,4454.87,4275.38,4078.46,4754.87,4377.95,4078.97,4614.87,1617,1601,82.413,0,0,0,0,
121,4735.9,4057.95,4536.92,4231.79,3928.72,4241.54,4060.51,4441.03,4288.21,4068.72,4749.74,4362.56,4070.26,4601.54,1617,1601,82.421,0,0,0,0,
122,4732.82,4057.44,4533.85,4234.87,3925.13,4225.13,4054.36,4449.74,4290.26,4062.05,4746.15,4357.44,4071.79,4597.44,1617,1602,82.429,0,0,0,0,
123,4737.95,4060,4539.49,4245.64,3925.13,4212.82,4069.23,4474.36,4302.05,4082.05,4758.97,4368.21,4084.62,4603.59,1618,1601,82.437,0,0,0,0,
124,4738.97,4059.49,4542.56,4250.26,3928.21,4221.54,4081.54,4477.44,4308.21,4100.51,4771.28,4372.82,4090.26,4608.72,1618,1600,82.445,0,0,0,0,
125,4733.33,4058.46,4533.85,4245.13,3927.69,4236.41,4080.51,4464.1,4286.15,4087.69,4760.51,4364.1,4083.59,4604.1,1617,1600,82.452,0,0,0,0,
126,4722.56,4061.54,4524.62,4243.59,3928.72,4242.56,4071.28,4459.49,4292.82,4081.54,4750.77,4353.33,4074.36,4591.28,1617,1598,82.46,0,0,0,0,
127,4710.26,4052.31,4520.51,4238.46,3920,4247.69,4066.15,4463.59,4327.69,4093.33,4756.92,4343.59,4065.13,4576.92,1616,1599,82.468,0,0,0,0,
128,4700.51,4034.36,4516.92,4229.74,3907.18,4252.31,4067.18,4463.59,4306.67,4078.46,4744.62,4336.92,4052.31,4566.67,1616,1599,82.476,0,0,0,0,
0,4702.05,4041.03,4521.54,4237.95,3921.03,4237.44,4064.1,4458.97,4261.03,4067.69,4733.85,4345.64,4057.44,4569.74,1615,1600,82.484,0,0,0,0,
1,4709.23,4058.97,4533.85,4250.26,3938.97,4224.62,4057.44,4453.33,4271.28,4085.13,4756.41,4363.08,4077.95,4583.59,1617,1600,82.491,0,0,0,0,
2,4708.21,4055.9,4539.49,4249.23,3930.26,4229.23,4058.46,4448.72,4293.33,4081.54,4770.26,4370.26,4077.44,4587.69,1615,1599,82.499,0,0,0,0,
3,4701.03,4047.69,4535.38,4245.64,3924.1,4226.67,4057.44,4448.21,4273.33,4061.54,4754.87,4369.23,4062.56,4584.1,1617,1598,82.507,0,0,0,0,
4,4703.59,4049.23,4539.49,4249.74,3929.23,4215.38,4054.87,4450.26,4266.15,4072.82,4751.79,4373.85,4061.03,4588.21,1617,1596,82.515,0,0,0,0,
5,4704.1,4043.59,4541.03,4247.69,3913.33,4213.85,4055.9,4443.08,4269.23,4076.41,4755.9,4369.23,4051.28,4586.67,1616,1596,82.523,0,0,0,0,
6,4682.56,4021.54,4526.15,4233.33,3890.77,4214.87,4053.33,4428.72,4239.49,4047.69,4736.92,4349.74,4032.82,4565.64,1617,1595,82.531,0,0,0,0,
7,4666.15,4008.72,4516.92,4226.15,3898.97,4216.92,4056.92,4437.95,4246.67,4047.18,4728.21,4347.69,4033.33,4554.36,1616,1596,82.538,0,0,0,0,
8,4675.38,4020,4524.1,4238.46,3921.54,4227.18,4067.69,4462.56,4289.23,4073.33,4746.67,4364.62,4042.56,4567.69,1616,1596,82.546,0,0,0,0,
9,4684.1,4036.41,4531.28,4249.23,3921.54,4235.38,4065.13,4460,4280.51,4079.49,4751.28,4371.28,4047.69,4572.82,1616,1596,82.554,0,0,0,0,
10,4676.92,4035.9,4530.26,4249.74,3911.79,4230.26,4057.44,4445.13,4246.15,4069.74,4735.9,4364.1,4049.74,4560,1617,1594,82.562,0,0,0,0,
11,4665.64,4029.23,4522.05,4249.23,3906.15,4218.46,4060.51,4454.87,4261.03,4071.79,4733.33,4357.95,4044.62,4550.26,1615,1594,82.57,0,0,0,0,
12,4656.41,4027.69,4510.26,4243.08,3895.9,4216.41,4062.05,4457.95,4273.33,4076.92,4737.95,4351.79,4035.9,4547.18,1616,1592,82.577,0,0,0,0,
13,4650.26,4024.62,4507.69,4234.36,3902.05,4219.49,4049.74,4439.49,4254.87,4070.77,4735.38,4346.67,4030.77,4540,1615,1591,82.585,0,0,0,0,
14,4641.03,4017.95,4505.64,4232.31,3924.1,4218.97,4043.08,4440,4263.08,4060.51,4731.28,4340.51,4024.62,4528.21,1614,1592,82.593,0,0,0,0,
15,4629.74,4017.44,4495.38,4228.72,3925.13,4220.51,4052.82,4448.72,4264.62,4048.72,4723.59,4329.74,4020,4519.49,1612,1592,82.601,0,0,0,0,
16,4631.79,4024.1,4499.49,4231.28,3904.62,4223.59,4062.56,4442.05,4246.15,4055.38,4722.56,4330.77,4025.13,4518.46,1611,1595,82.609,0,0,0,0,
17,4637.44,4028.21,4509.23,4234.36,3898.46,4219.49,4062.05,4441.54,4258.97,4069.74,4724.62,4337.44,4027.69,4512.82,1611,1596,82.617,0,0,0,0,
18,4622.56,4018.97,4499.49,4222.05,3898.46,4217.44,4055.9,4445.13,4271.79,4054.87,4710.77,4323.59,4016.41,4495.38,1610,1597,82.624,0,0,0,0,
19,4604.1,4002.05,4487.69,4208.72,3888.72,4218.97,4054.36,4433.85,4251.79,4040,4699.49,4306.67,4002.56,4479.49,1612,1597,82.632,0,0,0,0,
20,4603.59,4002.05,4490.26,4216.41,3893.33,4220,4052.31,4427.69,4250.26,4056.92,4708.21,4312.82,4001.54,4479.49,1611,1597,82.64,0,0,0,0,
21,4604.1,4013.85,4492.31,4227.18,3914.36,4218.97,4042.56,4427.69,4260,4057.44,4719.49,4319.49,4006.67,4484.62,1614,1596,82.648,0,0,0,0,
22,4604.62,4021.03,4501.03,4227.18,3912.82,4201.54,4039.49,4428.72,4252.82,4043.59,4732.82,4326.15,4011.79,4491.28,1613,1596,82.656,0,0,0,0,
23,4621.54,4036.41,4525.64,4236.92,3892.31,4183.59,4056.41,4446.67,4263.59,4068.21,4752.82,4348.72,4031.79,4511.28,1615,1595,82.663,0,0,0,0,
24,4627.18,4043.59,4533.33,4239.49,3885.13,4200.51,4067.18,4466.67,4298.46,4096.92,4758.46,4361.03,4050.26,4522.56,1613,1595,82.671,0,0,0,0,
25,4603.08,4025.13,4512.31,4220.51,3884.1,4222.56,4054.87,4454.87,4300,4084.1,4740.51,4342.05,4038.46,4502.56,1613,1597,82.679,0,0,0,0,
